date,month,year,state,number_of_fires
2009-01-01,November,2009,Amapa,1.019
2010-01-01,November,2010,Amapa,339.0
2011-01-01,November,2011,Amapa,282.0
2012-01-01,November,2012,Amapa,969.0
2013-01-01,November,2013,Amapa,341.0
2014-01-01,November,2014,Amapa,484.0
2015-01-01,November,2015,Amapa,1.3
2016-01-01,November,2016,Amapa,1.161
2017-01-01,November,2017,Amapa,858.0
1998-01-01,December,1998,Amapa,84.0
1999-01-01,December,1999,Amapa,41.0
2000-01-01,December,2000,Amapa,30.0
2001-01-01,December,2001,Amapa,593.0
2002-01-01,December,2002,Amapa,200.0
2003-01-01,December,2003,Amapa,411.0
2005-01-01,December,2005,Amapa,38.0
2006-01-01,December,2006,Amapa,74.0
2007-01-01,December,2007,Amapa,14.0
2008-01-01,December,2008,Amapa,32.0
2009-01-01,December,2009,Amapa,123.0
2010-01-01,December,2010,Amapa,43.0
2011-01-01,December,2011,Amapa,360.0
2012-01-01,December,2012,Amapa,422.0
2013-01-01,December,2013,Amapa,148.0
2014-01-01,December,2014,Amapa,354.0
2015-01-01,December,2015,Amapa,269.0
2016-01-01,December,2016,Amapa,491.0
1998-01-01,January,1998,Amazonas,0.0
1999-01-01,January,1999,Amazonas,3.0
2000-01-01,January,2000,Amazonas,7.0
2001-01-01,January,2001,Amazonas,3.0
2002-01-01,January,2002,Amazonas,17.0
2003-01-01,January,2003,Amazonas,158.0
2004-01-01,January,2004,Amazonas,123.0
2005-01-01,January,2005,Amazonas,44.0
2006-01-01,January,2006,Amazonas,20.0
2007-01-01,January,2007,Amazonas,37.0
2008-01-01,January,2008,Amazonas,16.0
2009-01-01,January,2009,Amazonas,9.0
2010-01-01,January,2010,Amazonas,82.0
2011-01-01,January,2011,Amazonas,53.0
2012-01-01,January,2012,Amazonas,6.0
2013-01-01,January,2013,Amazonas,37.0
2014-01-01,January,2014,Amazonas,46.0
2015-01-01,January,2015,Amazonas,35.0
2016-01-01,January,2016,Amazonas,770.0
2017-01-01,January,2017,Amazonas,65.0
1998-01-01,February,1998,Amazonas,0.0
1999-01-01,February,1999,Amazonas,43.0
2000-01-01,February,2000,Amazonas,62.0
2001-01-01,February,2001,Amazonas,8.0
2002-01-01,February,2002,Amazonas,2.0
2003-01-01,February,2003,Amazonas,62.0
2004-01-01,February,2004,Amazonas,92.0
2005-01-01,February,2005,Amazonas,6.0
2006-01-01,February,2006,Amazonas,10.0
2007-01-01,February,2007,Amazonas,92.0
2008-01-01,February,2008,Amazonas,32.0
2009-01-01,February,2009,Amazonas,3.0
2010-01-01,February,2010,Amazonas,81.0
2011-01-01,February,2011,Amazonas,30.0
2012-01-01,February,2012,Amazonas,25.0
2013-01-01,February,2013,Amazonas,16.0
2014-01-01,February,2014,Amazonas,49.0
2015-01-01,February,2015,Amazonas,107.0
2016-01-01,February,2016,Amazonas,275.0
2017-01-01,February,2017,Amazonas,52.0
1998-01-01,March,1998,Amazonas,0.0
1999-01-01,March,1999,Amazonas,7.0
2000-01-01,March,2000,Amazonas,69.0
2001-01-01,March,2001,Amazonas,6.0
2002-01-01,March,2002,Amazonas,5.0
2003-01-01,March,2003,Amazonas,64.0
2004-01-01,March,2004,Amazonas,6.0
2005-01-01,March,2005,Amazonas,12.0
2006-01-01,March,2006,Amazonas,20.0
2007-01-01,March,2007,Amazonas,6.0
2009-01-01,March,2009,Amazonas,11.0
2010-01-01,March,2010,Amazonas,116.0
2012-01-01,March,2012,Amazonas,17.0
2013-01-01,March,2013,Amazonas,49.0
2014-01-01,March,2014,Amazonas,50.0
2015-01-01,March,2015,Amazonas,46.0
2016-01-01,March,2016,Amazonas,140.0
2017-01-01,March,2017,Amazonas,45.0
1998-01-01,April,1998,Amazonas,0.0
1999-01-01,April,1999,Amazonas,2.0
2000-01-01,April,2000,Amazonas,18.0
2001-01-01,April,2001,Amazonas,1.0
2002-01-01,April,2002,Amazonas,2.0
2003-01-01,April,2003,Amazonas,11.0
2004-01-01,April,2004,Amazonas,4.0
2005-01-01,April,2005,Amazonas,5.0
2006-01-01,April,2006,Amazonas,5.0
2007-01-01,April,2007,Amazonas,0.0
2008-01-01,April,2008,Amazonas,13.0
2009-01-01,April,2009,Amazonas,1.0
2010-01-01,April,2010,Amazonas,11.0
2012-01-01,April,2012,Amazonas,3.0
2014-01-01,April,2014,Amazonas,25.0
2015-01-01,April,2015,Amazonas,24.0
2016-01-01,April,2016,Amazonas,22.0
2017-01-01,April,2017,Amazonas,20.0
1998-01-01,May,1998,Amazonas,0.0
1999-01-01,May,1999,Amazonas,0.0
2000-01-01,May,2000,Amazonas,51.0
2001-01-01,May,2001,Amazonas,0.0
2002-01-01,May,2002,Amazonas,8.0
2003-01-01,May,2003,Amazonas,2.0
2004-01-01,May,2004,Amazonas,0.0
2005-01-01,May,2005,Amazonas,8.0
2006-01-01,May,2006,Amazonas,4.0
2007-01-01,May,2007,Amazonas,0.0
2008-01-01,May,2008,Amazonas,1.0
2009-01-01,May,2009,Amazonas,3.0
2010-01-01,May,2010,Amazonas,13.0
2011-01-01,May,2011,Amazonas,6.0
2012-01-01,May,2012,Amazonas,12.0
2013-01-01,May,2013,Amazonas,19.0
2014-01-01,May,2014,Amazonas,12.0
2015-01-01,May,2015,Amazonas,10.0
2016-01-01,May,2016,Amazonas,30.0
2017-01-01,May,2017,Amazonas,40.0
1998-01-01,June,1998,Amazonas,2.0
1999-01-01,June,1999,Amazonas,7.0
2000-01-01,June,2000,Amazonas,6.0
2001-01-01,June,2001,Amazonas,5.0
2002-01-01,June,2002,Amazonas,5.0
2003-01-01,June,2003,Amazonas,3.0
2004-01-01,June,2004,Amazonas,12.0
2005-01-01,June,2005,Amazonas,78.0
2006-01-01,June,2006,Amazonas,9.0
2007-01-01,June,2007,Amazonas,23.0
2008-01-01,June,2008,Amazonas,7.0
2009-01-01,June,2009,Amazonas,13.0
2010-01-01,June,2010,Amazonas,9.0
2011-01-01,June,2011,Amazonas,22.0
2012-01-01,June,2012,Amazonas,45.0
2013-01-01,June,2013,Amazonas,56.0
2014-01-01,June,2014,Amazonas,74.0
2015-01-01,June,2015,Amazonas,33.0
2016-01-01,June,2016,Amazonas,90.0
2017-01-01,June,2017,Amazonas,119.0
1998-01-01,July,1998,Amazonas,71.0
1999-01-01,July,1999,Amazonas,11.0
2000-01-01,July,2000,Amazonas,39.0
2001-01-01,July,2001,Amazonas,9.0
2002-01-01,July,2002,Amazonas,146.0
2003-01-01,July,2003,Amazonas,180.0
2004-01-01,July,2004,Amazonas,177.0
2005-01-01,July,2005,Amazonas,676.0
2006-01-01,July,2006,Amazonas,123.0
2007-01-01,July,2007,Amazonas,116.0
2008-01-01,July,2008,Amazonas,108.0
2009-01-01,July,2009,Amazonas,199.0
2010-01-01,July,2010,Amazonas,640.0
2011-01-01,July,2011,Amazonas,271.0
2012-01-01,July,2012,Amazonas,234.0
2013-01-01,July,2013,Amazonas,248.0
2014-01-01,July,2014,Amazonas,202.0
2015-01-01,July,2015,Amazonas,356.0
2016-01-01,July,2016,Amazonas,1.137
2017-01-01,July,2017,Amazonas,1.975
1998-01-01,August,1998,Amazonas,321.0
1999-01-01,August,1999,Amazonas,259.0
2000-01-01,August,2000,Amazonas,180.0
2001-01-01,August,2001,Amazonas,501.0
2002-01-01,August,2002,Amazonas,741.0
2003-01-01,August,2003,Amazonas,1.867
2004-01-01,August,2004,Amazonas,1.207
2005-01-01,August,2005,Amazonas,2.316
2006-01-01,August,2006,Amazonas,1.422
2007-01-01,August,2007,Amazonas,2.241
2008-01-01,August,2008,Amazonas,861.0
2009-01-01,August,2009,Amazonas,1.321
2010-01-01,August,2010,Amazonas,3.727
2011-01-01,August,2011,Amazonas,1.243
2012-01-01,August,2012,Amazonas,3.011
2013-01-01,August,2013,Amazonas,1.276
2014-01-01,August,2014,Amazonas,3.852
2015-01-01,August,2015,Amazonas,4.564
2016-01-01,August,2016,Amazonas,3.611
2017-01-01,August,2017,Amazonas,6.316
1998-01-01,September,1998,Amazonas,267.0
1999-01-01,September,1999,Amazonas,216.0
2000-01-01,September,2000,Amazonas,189.0
2001-01-01,September,2001,Amazonas,166.0
2002-01-01,September,2002,Amazonas,928.0
2003-01-01,September,2003,Amazonas,1.401
2004-01-01,September,2004,Amazonas,911.0
2005-01-01,September,2005,Amazonas,2.812
2006-01-01,September,2006,Amazonas,2.218
2007-01-01,September,2007,Amazonas,1.36
2008-01-01,September,2008,Amazonas,998.0
2009-01-01,September,2009,Amazonas,3.091
2010-01-01,September,2010,Amazonas,2.781
2011-01-01,September,2011,Amazonas,1.295
2012-01-01,September,2012,Amazonas,2.392
2013-01-01,September,2013,Amazonas,1.739
2014-01-01,September,2014,Amazonas,3.057
2015-01-01,September,2015,Amazonas,5.882
2016-01-01,September,2016,Amazonas,3.119
2017-01-01,September,2017,Amazonas,4.033
1998-01-01,October,1998,Amazonas,83.0
1999-01-01,October,1999,Amazonas,479.0
2000-01-01,October,2000,Amazonas,145.0
2001-01-01,October,2001,Amazonas,332.0
2002-01-01,October,2002,Amazonas,695.0
2003-01-01,October,2003,Amazonas,725.0
2004-01-01,October,2004,Amazonas,710.0
2005-01-01,October,2005,Amazonas,545.0
2006-01-01,October,2006,Amazonas,721.0
2007-01-01,October,2007,Amazonas,215.0
2008-01-01,October,2008,Amazonas,632.0
2009-01-01,October,2009,Amazonas,2.189
2010-01-01,October,2010,Amazonas,889.0
2011-01-01,October,2011,Amazonas,694.0
2012-01-01,October,2012,Amazonas,1.238
2013-01-01,October,2013,Amazonas,1.202
2014-01-01,October,2014,Amazonas,952.0
2015-01-01,October,2015,Amazonas,2.494
2016-01-01,October,2016,Amazonas,2.105
2017-01-01,October,2017,Amazonas,1.581
1998-01-01,November,1998,Amazonas,6.0
1999-01-01,November,1999,Amazonas,32.0
2000-01-01,November,2000,Amazonas,27.0
2001-01-01,November,2001,Amazonas,244.0
2002-01-01,November,2002,Amazonas,259.0
2003-01-01,November,2003,Amazonas,169.0
2004-01-01,November,2004,Amazonas,209.0
2005-01-01,November,2005,Amazonas,261.0
2006-01-01,November,2006,Amazonas,59.0
2007-01-01,November,2007,Amazonas,90.0
2008-01-01,November,2008,Amazonas,39.0
2009-01-01,November,2009,Amazonas,973.0
2010-01-01,November,2010,Amazonas,354.0
2011-01-01,November,2011,Amazonas,399.0
2012-01-01,November,2012,Amazonas,682.0
2013-01-01,November,2013,Amazonas,220.0
2015-01-01,November,2015,Amazonas,1.054
2016-01-01,November,2016,Amazonas,591.0
2017-01-01,November,2017,Amazonas,552.0
1998-01-01,December,1998,Amazonas,196.0
1999-01-01,December,1999,Amazonas,2.0
2000-01-01,December,2000,Amazonas,60.0
2001-01-01,December,2001,Amazonas,22.0
2002-01-01,December,2002,Amazonas,44.0
2003-01-01,December,2003,Amazonas,147.0
2004-01-01,December,2004,Amazonas,53.0
2005-01-01,December,2005,Amazonas,17.0
2006-01-01,December,2006,Amazonas,23.0
2007-01-01,December,2007,Amazonas,7.0
2008-01-01,December,2008,Amazonas,0.0
2009-01-01,December,2009,Amazonas,102.0
2010-01-01,December,2010,Amazonas,123.0
2011-01-01,December,2011,Amazonas,121.0
2012-01-01,December,2012,Amazonas,80.0
2013-01-01,December,2013,Amazonas,236.0
2014-01-01,December,2014,Amazonas,293.0
2015-01-01,December,2015,Amazonas,565.0
2016-01-01,December,2016,Amazonas,133.0
1998-01-01,January,1998,Bahia,0.0
1999-01-01,January,1999,Bahia,114.0
2000-01-01,January,2000,Bahia,31.0
2001-01-01,January,2001,Bahia,24.0
2002-01-01,January,2002,Bahia,125.0
2003-01-01,January,2003,Bahia,439.0
2004-01-01,January,2004,Bahia,158.0
2005-01-01,January,2005,Bahia,303.0
2006-01-01,January,2006,Bahia,225.0
2007-01-01,January,2007,Bahia,373.0
2008-01-01,January,2008,Bahia,314.0
2009-01-01,January,2009,Bahia,177.0
2010-01-01,January,2010,Bahia,297.0
2011-01-01,January,2011,Bahia,101.0
2012-01-01,January,2012,Bahia,179.0
2013-01-01,January,2013,Bahia,125.0
2014-01-01,January,2014,Bahia,132.0
2015-01-01,January,2015,Bahia,256.0
2016-01-01,January,2016,Bahia,285.0
2017-01-01,January,2017,Bahia,154.0
1998-01-01,February,1998,Bahia,0.0
1999-01-01,February,1999,Bahia,157.0
2000-01-01,February,2000,Bahia,32.0
2001-01-01,February,2001,Bahia,101.0
2002-01-01,February,2002,Bahia,204.0
2003-01-01,February,2003,Bahia,223.0
2004-01-01,February,2004,Bahia,122.0
2005-01-01,February,2005,Bahia,143.0
2006-01-01,February,2006,Bahia,277.0
2007-01-01,February,2007,Bahia,113.0
2008-01-01,February,2008,Bahia,235.0
2009-01-01,February,2009,Bahia,117.0
2010-01-01,February,2010,Bahia,206.0
2011-01-01,February,2011,Bahia,156.0
2012-01-01,February,2012,Bahia,200.0
2013-01-01,February,2013,Bahia,231.0
2014-01-01,February,2014,Bahia,107.0
2015-01-01,February,2015,Bahia,143.0
2016-01-01,February,2016,Bahia,418.0
2017-01-01,February,2017,Bahia,100.0
1998-01-01,March,1998,Bahia,0.0
1999-01-01,March,1999,Bahia,83.0
2000-01-01,March,2000,Bahia,65.0
2001-01-01,March,2001,Bahia,4.0
2002-01-01,March,2002,Bahia,146.0
2003-01-01,March,2003,Bahia,274.0
2004-01-01,March,2004,Bahia,115.0
2005-01-01,March,2005,Bahia,158.0
2006-01-01,March,2006,Bahia,199.0
2007-01-01,March,2007,Bahia,141.0
2008-01-01,March,2008,Bahia,135.0
2009-01-01,March,2009,Bahia,249.0
2010-01-01,March,2010,Bahia,156.0
2011-01-01,March,2011,Bahia,90.0
2012-01-01,March,2012,Bahia,404.0
2013-01-01,March,2013,Bahia,363.0
2014-01-01,March,2014,Bahia,148.0
2015-01-01,March,2015,Bahia,229.0
2016-01-01,March,2016,Bahia,281.0
2017-01-01,March,2017,Bahia,163.0
1998-01-01,April,1998,Bahia,0.0
1999-01-01,April,1999,Bahia,55.0
2000-01-01,April,2000,Bahia,23.0
2001-01-01,April,2001,Bahia,26.0
2002-01-01,April,2002,Bahia,110.0
2003-01-01,April,2003,Bahia,376.0
2004-01-01,April,2004,Bahia,89.0
2005-01-01,April,2005,Bahia,76.0
2006-01-01,April,2006,Bahia,60.0
2007-01-01,April,2007,Bahia,64.0
2008-01-01,April,2008,Bahia,151.0
2009-01-01,April,2009,Bahia,40.0
2010-01-01,April,2010,Bahia,103.0
2011-01-01,April,2011,Bahia,149.0
2012-01-01,April,2012,Bahia,396.0
2013-01-01,April,2013,Bahia,108.0
2014-01-01,April,2014,Bahia,183.0
2015-01-01,April,2015,Bahia,190.0
2017-01-01,April,2017,Bahia,94.0
1998-01-01,May,1998,Bahia,0.0
1999-01-01,May,1999,Bahia,76.0
2000-01-01,May,2000,Bahia,71.0
2002-01-01,May,2002,Bahia,166.0
2003-01-01,May,2003,Bahia,106.0
2004-01-01,May,2004,Bahia,124.0
2005-01-01,May,2005,Bahia,120.0
2006-01-01,May,2006,Bahia,43.0
2007-01-01,May,2007,Bahia,161.0
2008-01-01,May,2008,Bahia,56.0
2009-01-01,May,2009,Bahia,34.0
2010-01-01,May,2010,Bahia,198.0
2011-01-01,May,2011,Bahia,189.0
2012-01-01,May,2012,Bahia,326.0
2013-01-01,May,2013,Bahia,141.0
2014-01-01,May,2014,Bahia,224.0
2015-01-01,May,2015,Bahia,144.0
2016-01-01,May,2016,Bahia,259.0
2017-01-01,May,2017,Bahia,121.0
1998-01-01,June,1998,Bahia,55.0
1999-01-01,June,1999,Bahia,64.0
2000-01-01,June,2000,Bahia,178.0
2001-01-01,June,2001,Bahia,98.0
2002-01-01,June,2002,Bahia,118.0
2003-01-01,June,2003,Bahia,140.0
2004-01-01,June,2004,Bahia,289.0
2005-01-01,June,2005,Bahia,211.0
2006-01-01,June,2006,Bahia,68.0
2007-01-01,June,2007,Bahia,270.0
2008-01-01,June,2008,Bahia,72.0
2009-01-01,June,2009,Bahia,92.0
2010-01-01,June,2010,Bahia,192.0
2011-01-01,June,2011,Bahia,345.0
2012-01-01,June,2012,Bahia,385.0
2013-01-01,June,2013,Bahia,208.0
2014-01-01,June,2014,Bahia,243.0
2015-01-01,June,2015,Bahia,242.0
2016-01-01,June,2016,Bahia,416.0
2017-01-01,June,2017,Bahia,329.0
1998-01-01,July,1998,Bahia,219.0
1999-01-01,July,1999,Bahia,107.0
2000-01-01,July,2000,Bahia,202.0
2001-01-01,July,2001,Bahia,248.0
2003-01-01,July,2003,Bahia,261.0
2004-01-01,July,2004,Bahia,310.0
2005-01-01,July,2005,Bahia,269.0
2006-01-01,July,2006,Bahia,229.0
2007-01-01,July,2007,Bahia,811.0
2008-01-01,July,2008,Bahia,271.0
2009-01-01,July,2009,Bahia,321.0
2010-01-01,July,2010,Bahia,519.0
2011-01-01,July,2011,Bahia,578.0
2012-01-01,July,2012,Bahia,906.0
2013-01-01,July,2013,Bahia,362.0
2014-01-01,July,2014,Bahia,249.0
2016-01-01,July,2016,Bahia,345.0
2017-01-01,July,2017,Bahia,300.0
1998-01-01,August,1998,Bahia,815.0
1999-01-01,August,1999,Bahia,453.0
2000-01-01,August,2000,Bahia,633.0
2001-01-01,August,2001,Bahia,979.0
2002-01-01,August,2002,Bahia,1.827
2003-01-01,August,2003,Bahia,1.039
2004-01-01,August,2004,Bahia,1.43
2005-01-01,August,2005,Bahia,948.0
2006-01-01,August,2006,Bahia,995.0
2007-01-01,August,2007,Bahia,3.734
2008-01-01,August,2008,Bahia,611.0
2009-01-01,August,2009,Bahia,439.0
2010-01-01,August,2010,Bahia,2.423
2011-01-01,August,2011,Bahia,1.795
2012-01-01,August,2012,Bahia,1.835
2013-01-01,August,2013,Bahia,610.0
2014-01-01,August,2014,Bahia,674.0
2015-01-01,August,2015,Bahia,829.0
2016-01-01,August,2016,Bahia,724.0
2017-01-01,August,2017,Bahia,1.018
1998-01-01,September,1998,Bahia,2.718
2000-01-01,September,2000,Bahia,2.285
2001-01-01,September,2001,Bahia,3.964
2002-01-01,September,2002,Bahia,6.439
2003-01-01,September,2003,Bahia,8.847
2004-01-01,September,2004,Bahia,6.433
2005-01-01,September,2005,Bahia,4.066
2006-01-01,September,2006,Bahia,3.006
2007-01-01,September,2007,Bahia,7.438
2008-01-01,September,2008,Bahia,4.837
2009-01-01,September,2009,Bahia,3.61
2010-01-01,September,2010,Bahia,5.323
2011-01-01,September,2011,Bahia,7.086
2012-01-01,September,2012,Bahia,7.495
2013-01-01,September,2013,Bahia,2.681
2014-01-01,September,2014,Bahia,2.604
2015-01-01,September,2015,Bahia,7.956
2016-01-01,September,2016,Bahia,1.819
2017-01-01,September,2017,Bahia,1.791
1998-01-01,October,1998,Bahia,1.969
1999-01-01,October,1999,Bahia,1.307
2000-01-01,October,2000,Bahia,3.35
2001-01-01,October,2001,Bahia,1.687
2002-01-01,October,2002,Bahia,5.414
2003-01-01,October,2003,Bahia,4.264
2004-01-01,October,2004,Bahia,4.81
2005-01-01,October,2005,Bahia,8.405
2006-01-01,October,2006,Bahia,2.079
2007-01-01,October,2007,Bahia,4.981
2008-01-01,October,2008,Bahia,7.691
2009-01-01,October,2009,Bahia,2.552
2010-01-01,October,2010,Bahia,5.264
2011-01-01,October,2011,Bahia,2.166
2012-01-01,October,2012,Bahia,4.607
2013-01-01,October,2013,Bahia,1.969
2014-01-01,October,2014,Bahia,2.763
2015-01-01,October,2015,Bahia,4.989
2016-01-01,October,2016,Bahia,1.415
2017-01-01,October,2017,Bahia,4.005
1998-01-01,November,1998,Bahia,49.0
1999-01-01,November,1999,Bahia,49.0
2000-01-01,November,2000,Bahia,114.0
2001-01-01,November,2001,Bahia,699.0
2002-01-01,November,2002,Bahia,1.02
2003-01-01,November,2003,Bahia,533.0
2004-01-01,November,2004,Bahia,1.736
2005-01-01,November,2005,Bahia,1.595
2006-01-01,November,2006,Bahia,239.0
2007-01-01,November,2007,Bahia,2.126
2008-01-01,November,2008,Bahia,3.175
2009-01-01,November,2009,Bahia,402.0
2010-01-01,November,2010,Bahia,605.0
2012-01-01,November,2012,Bahia,168.0
2013-01-01,November,2013,Bahia,288.0
2014-01-01,November,2014,Bahia,348.0
2015-01-01,November,2015,Bahia,1.705
2016-01-01,November,2016,Bahia,408.0
2017-01-01,November,2017,Bahia,174.0
1998-01-01,December,1998,Bahia,82.0
1999-01-01,December,1999,Bahia,37.0
2000-01-01,December,2000,Bahia,24.0
2001-01-01,December,2001,Bahia,158.0
2002-01-01,December,2002,Bahia,848.0
2003-01-01,December,2003,Bahia,710.0
2004-01-01,December,2004,Bahia,423.0
2005-01-01,December,2005,Bahia,116.0
2006-01-01,December,2006,Bahia,169.0
2007-01-01,December,2007,Bahia,259.0
2008-01-01,December,2008,Bahia,52.0
2009-01-01,December,2009,Bahia,308.0
2010-01-01,December,2010,Bahia,226.0
2011-01-01,December,2011,Bahia,230.0
2012-01-01,December,2012,Bahia,477.0
2013-01-01,December,2013,Bahia,131.0
2014-01-01,December,2014,Bahia,144.0
2015-01-01,December,2015,Bahia,1.408
2016-01-01,December,2016,Bahia,164.0
1998-01-01,January,1998,Ceara,0.0
1999-01-01,January,1999,Ceara,47.0
2000-01-01,January,2000,Ceara,1.0
2001-01-01,January,2001,Ceara,11.0
2002-01-01,January,2002,Ceara,33.0
2003-01-01,January,2003,Ceara,264.0
2004-01-01,January,2004,Ceara,143.0
2005-01-01,January,2005,Ceara,384.0
2006-01-01,January,2006,Ceara,211.0
2007-01-01,January,2007,Ceara,304.0
2008-01-01,January,2008,Ceara,166.0
2009-01-01,January,2009,Ceara,347.0
2010-01-01,January,2010,Ceara,288.0
2011-01-01,January,2011,Ceara,32.0
2012-01-01,January,2012,Ceara,273.0
2013-01-01,January,2013,Ceara,103.0
2014-01-01,January,2014,Ceara,115.0
2015-01-01,January,2015,Ceara,207.0
2016-01-01,January,2016,Ceara,100.0
2017-01-01,January,2017,Ceara,91.0
1998-01-01,February,1998,Ceara,0.0
1999-01-01,February,1999,Ceara,16.0
2000-01-01,February,2000,Ceara,6.0
2001-01-01,February,2001,Ceara,0.0
2002-01-01,February,2002,Ceara,75.0
2003-01-01,February,2003,Ceara,9.0
2004-01-01,February,2004,Ceara,5.0
2005-01-01,February,2005,Ceara,25.0
2006-01-01,February,2006,Ceara,23.0
2007-01-01,February,2007,Ceara,3.0
2008-01-01,February,2008,Ceara,12.0
2009-01-01,February,2009,Ceara,8.0
2010-01-01,February,2010,Ceara,63.0
2011-01-01,February,2011,Ceara,2.0
2012-01-01,February,2012,Ceara,41.0
2013-01-01,February,2013,Ceara,49.0
2014-01-01,February,2014,Ceara,18.0
2015-01-01,February,2015,Ceara,25.0
2017-01-01,February,2017,Ceara,9.0
1998-01-01,March,1998,Ceara,0.0
1999-01-01,March,1999,Ceara,30.0
2000-01-01,March,2000,Ceara,9.0
2001-01-01,March,2001,Ceara,0.0
2002-01-01,March,2002,Ceara,17.0
2003-01-01,March,2003,Ceara,3.0
2004-01-01,March,2004,Ceara,1.0
2005-01-01,March,2005,Ceara,5.0
2006-01-01,March,2006,Ceara,3.0
2007-01-01,March,2007,Ceara,2.0
2008-01-01,March,2008,Ceara,2.0
2009-01-01,March,2009,Ceara,3.0
2010-01-01,March,2010,Ceara,40.0
2011-01-01,March,2011,Ceara,6.0
2012-01-01,March,2012,Ceara,10.0
2013-01-01,March,2013,Ceara,17.0
2014-01-01,March,2014,Ceara,6.0
2015-01-01,March,2015,Ceara,20.0
2016-01-01,March,2016,Ceara,4.0
2017-01-01,March,2017,Ceara,4.0
1998-01-01,April,1998,Ceara,0.0
1999-01-01,April,1999,Ceara,6.0
2000-01-01,April,2000,Ceara,15.0
2001-01-01,April,2001,Ceara,2.0
2002-01-01,April,2002,Ceara,5.0
2003-01-01,April,2003,Ceara,3.0
2004-01-01,April,2004,Ceara,2.0
2005-01-01,April,2005,Ceara,4.0
2006-01-01,April,2006,Ceara,1.0
2007-01-01,April,2007,Ceara,1.0
2008-01-01,April,2008,Ceara,0.0
2009-01-01,April,2009,Ceara,0.0
2010-01-01,April,2010,Ceara,7.0
2011-01-01,April,2011,Ceara,1.0
2012-01-01,April,2012,Ceara,2.0
2013-01-01,April,2013,Ceara,4.0
2014-01-01,April,2014,Ceara,4.0
2015-01-01,April,2015,Ceara,3.0
2016-01-01,April,2016,Ceara,10.0
2017-01-01,April,2017,Ceara,6.0
1998-01-01,May,1998,Ceara,0.0
1999-01-01,May,1999,Ceara,5.0
2000-01-01,May,2000,Ceara,7.0
2001-01-01,May,2001,Ceara,81.0
2002-01-01,May,2002,Ceara,10.0
2003-01-01,May,2003,Ceara,0.0
2004-01-01,May,2004,Ceara,3.0
2005-01-01,May,2005,Ceara,1.0
2006-01-01,May,2006,Ceara,0.0
2007-01-01,May,2007,Ceara,0.0
2008-01-01,May,2008,Ceara,0.0
2009-01-01,May,2009,Ceara,0.0
2010-01-01,May,2010,Ceara,2.0
2011-01-01,May,2011,Ceara,0.0
2012-01-01,May,2012,Ceara,19.0
2013-01-01,May,2013,Ceara,4.0
2014-01-01,May,2014,Ceara,4.0
2015-01-01,May,2015,Ceara,17.0
2016-01-01,May,2016,Ceara,8.0
2017-01-01,May,2017,Ceara,9.0
1998-01-01,June,1998,Ceara,1.0
1999-01-01,June,1999,Ceara,16.0
2000-01-01,June,2000,Ceara,16.0
2001-01-01,June,2001,Ceara,38.0
2002-01-01,June,2002,Ceara,13.0
2003-01-01,June,2003,Ceara,2.0
2004-01-01,June,2004,Ceara,1.0
2005-01-01,June,2005,Ceara,6.0
2006-01-01,June,2006,Ceara,0.0
2007-01-01,June,2007,Ceara,1.0
2008-01-01,June,2008,Ceara,1.0
2009-01-01,June,2009,Ceara,0.0
2010-01-01,June,2010,Ceara,3.0
2011-01-01,June,2011,Ceara,5.0
2012-01-01,June,2012,Ceara,28.0
2013-01-01,June,2013,Ceara,5.0
2015-01-01,June,2015,Ceara,22.0
2016-01-01,June,2016,Ceara,45.0
2017-01-01,June,2017,Ceara,23.0
1998-01-01,July,1998,Ceara,76.0
1999-01-01,July,1999,Ceara,83.0
2000-01-01,July,2000,Ceara,18.0
2001-01-01,July,2001,Ceara,146.0
2002-01-01,July,2002,Ceara,12.0
2003-01-01,July,2003,Ceara,14.0
